key,value,date
#ImWithHer,0.073,10/30/16
#ImWithHer,0.064,10/31/16
#ImWithHer,0.091,11/01/16
#ImWithHer,0.049,11/02/16
#ImWithHer,0.061,11/03/16
#ImWithHer,0.091,11/04/16
#ImWithHer,0.11,11/05/16
#ImWithHer,0.073,11/06/16
#ImWithHer,0.051,11/07/16
#ImWithHer,0.072,11/08/16
#ImWithHer,0.023,11/09/16
#ImWithHer,0.015,11/10/16
#MAGA,0.17,07/13/16
#MAGA,0.0,07/14/16
#MAGA,0.042,07/15/16
#MAGA,0.017,07/16/16
#MAGA,0.027,07/17/16
#MAGA,0.0,07/18/16
#MAGA,0.016,07/19/16
#MAGA,0.054,07/20/16
#MAGA,0.077,07/21/16
#MAGA,0.041,07/22/16
#MAGA,0.073,07/23/16
#MAGA,0.051,07/24/16
#MAGA,0.028,07/25/16
#MAGA,0.14,07/26/16
#MAGA,0.35,07/27/16
#MAGA,0.2,07/28/16
#MAGA,0.11,07/29/16
#MAGA,0.11,07/30/16
#MAGA,0.13,07/31/16
#MAGA,0.14,08/01/16
#MAGA,0.17,08/02/16
#MAGA,0.14,08/03/16
#MAGA,0.2,08/04/16
#MAGA,0.15,08/05/16
#MAGA,0.18,08/06/16
#MAGA,0.0,08/07/16
#MAGA,0.0,08/08/16
#MAGA,0.0,08/09/16
#MAGA,0.17,08/10/16
#MAGA,0.17,08/11/16
#MAGA,0.15,08/12/16
#MAGA,0.15,08/13/16
#MAGA,0.0,08/14/16
#MAGA,0.0,08/15/16
#MAGA,0.0,08/16/16
#MAGA,0.0,08/17/16
#MAGA,0.0,08/18/16
#MAGA,0.0,08/19/16
#MAGA,0.0,08/20/16
#MAGA,0.0,08/21/16
#MAGA,0.0,08/22/16
#MAGA,0.0,08/23/16
#MAGA,0.0,08/24/16
#MAGA,0.0,08/25/16
#MAGA,0.0,08/26/16
#MAGA,0.0,08/27/16
#MAGA,0.0,08/28/16
#MAGA,0.0,08/29/16
#MAGA,0.28,08/30/16
#MAGA,0.23,08/31/16
#MAGA,0.18,09/01/16
#MAGA,0.19,09/02/16
#MAGA,0.14,09/03/16
#MAGA,0.14,09/04/16
#MAGA,0.0,09/05/16
#MAGA,0.2,09/06/16
#MAGA,0.23,09/07/16
#MAGA,0.18,09/08/16
#MAGA,0.25,09/09/16
#MAGA,0.22,09/10/16
#MAGA,0.17,09/11/16
#MAGA,0.17,09/12/16
#MAGA,0.21,09/13/16
#MAGA,0.2,09/14/16
#MAGA,0.27,09/15/16
#MAGA,0.21,09/16/16
#MAGA,0.24,09/17/16
#MAGA,0.23,09/18/16
#MAGA,0.24,09/19/16
#MAGA,0.17,09/20/16
#MAGA,0.22,09/21/16
#MAGA,0.15,09/22/16
#MAGA,0.2,09/23/16
#MAGA,0.22,09/24/16
#MAGA,0.24,09/25/16
#MAGA,0.12,09/26/16
#MAGA,0.31,09/27/16
#MAGA,0.19,09/28/16
#MAGA,0.27,09/29/16
#MAGA,0.15,09/30/16
#MAGA,0.19,10/01/16
#MAGA,0.21,10/02/16
#MAGA,0.25,10/03/16
#MAGA,0.24,10/04/16
#MAGA,0.24,10/05/16
#MAGA,0.22,10/06/16
#MAGA,0.22,10/07/16
#MAGA,0.16,10/08/16
#MAGA,0.21,10/09/16
#MAGA,0.28,10/10/16
#MAGA,0.21,10/11/16
#MAGA,0.19,10/12/16
#MAGA,0.21,10/13/16
#MAGA,0.21,10/14/16
#MAGA,0.22,10/15/16
#MAGA,0.23,10/16/16
#MAGA,0.19,10/17/16
#MAGA,0.17,10/18/16
#MAGA,0.11,10/19/16
#MAGA,0.19,10/20/16
#MAGA,0.17,10/21/16
#MAGA,0.21,10/22/16
#MAGA,0.2,10/23/16
#MAGA,0.21,10/24/16
#MAGA,0.22,10/25/16
#MAGA,0.21,10/26/16
#MAGA,0.21,10/27/16
#MAGA,0.26,10/28/16
#MAGA,0.2,10/29/16
#MAGA,0.23,10/30/16
#MAGA,0.19,10/31/16
#MAGA,0.19,11/01/16
#MAGA,0.2,11/02/16
#MAGA,0.2,11/03/16
#MAGA,0.18,11/04/16
#MAGA,0.21,11/05/16
#MAGA,0.18,11/06/16
#MAGA,0.17,11/07/16
#MAGA,0.11,11/08/16
#MAGA,0.072,11/09/16
#MAGA,0.07,11/10/16
#NeverTrump,0.056,07/13/16
#NeverTrump,0.026,07/14/16
#NeverTrump,0.51,07/15/16
#NeverTrump,0.17,07/16/16
#NeverTrump,0.14,07/17/16
#NeverTrump,0.11,07/18/16
#NeverTrump,0.032,07/19/16
#NeverTrump,0.018,07/20/16
#NeverTrump,0.1,07/21/16
#NeverTrump,0.051,07/22/16
#NeverTrump,0.049,07/23/16
#NeverTrump,0.0,07/24/16
#NeverTrump,0.0093,07/25/16
#NeverTrump,0.028,07/26/16
#NeverTrump,0.032,07/27/16
#NeverTrump,0.082,07/28/16
#NeverTrump,0.051,07/29/16
#NeverTrump,0.066,07/30/16
#NeverTrump,0.11,07/31/16
#NeverTrump,0.1,08/01/16
#NeverTrump,0.11,08/02/16
#NeverTrump,0.11,08/03/16
#NeverTrump,0.084,08/04/16
#NeverTrump,0.077,08/05/16
#NeverTrump,0.076,08/06/16
#NeverTrump,0.0,08/07/16
#NeverTrump,0.0,08/08/16
#NeverTrump,0.0,08/09/16
#NeverTrump,0.094,08/10/16
#NeverTrump,0.081,08/11/16
#NeverTrump,0.095,08/12/16
#NeverTrump,0.068,08/13/16
#NeverTrump,0.0,08/14/16
#NeverTrump,0.0,08/15/16
#NeverTrump,0.0,08/16/16
#NeverTrump,0.0,08/17/16
#NeverTrump,0.0,08/18/16
#NeverTrump,0.0,08/19/16
#NeverTrump,0.0,08/20/16
#NeverTrump,0.0,08/21/16
#NeverTrump,0.0,08/22/16
#NeverTrump,0.0,08/23/16
#NeverTrump,0.0,08/24/16
#NeverTrump,0.0,08/25/16
#NeverTrump,0.0,08/26/16
#NeverTrump,0.0,08/27/16
#NeverTrump,0.0,08/28/16
#NeverTrump,0.0,08/29/16
#NeverTrump,0.068,08/30/16
#NeverTrump,0.075,08/31/16
#NeverTrump,0.077,09/01/16
#NeverTrump,0.065,09/02/16
#NeverTrump,0.063,09/03/16
#NeverTrump,0.047,09/04/16
#NeverTrump,0.0,09/05/16
#NeverTrump,0.063,09/06/16
#NeverTrump,0.083,09/07/16
#NeverTrump,0.068,09/08/16
#NeverTrump,0.069,09/09/16
#NeverTrump,0.073,09/10/16
#NeverTrump,0.058,09/11/16
#NeverTrump,0.056,09/12/16
#NeverTrump,0.059,09/13/16
#NeverTrump,0.064,09/14/16
#NeverTrump,0.065,09/15/16
#NeverTrump,0.055,09/16/16
#NeverTrump,0.045,09/17/16
#NeverTrump,0.05,09/18/16
#NeverTrump,0.064,09/19/16
#NeverTrump,0.057,09/20/16
#NeverTrump,0.055,09/21/16
#NeverTrump,0.062,09/22/16
#NeverTrump,0.069,09/23/16
#NeverTrump,0.065,09/24/16
#NeverTrump,0.049,09/25/16
#NeverTrump,0.05,09/26/16
#NeverTrump,0.021,09/27/16
#NeverTrump,0.046,09/28/16
#NeverTrump,0.059,09/29/16
#NeverTrump,0.07,09/30/16
#NeverTrump,0.046,10/01/16
#NeverTrump,0.053,10/02/16
#NeverTrump,0.055,10/03/16
#NeverTrump,0.058,10/04/16
#NeverTrump,0.046,10/05/16
#NeverTrump,0.069,10/06/16
#NeverTrump,0.051,10/07/16
#NeverTrump,0.067,10/08/16
#NeverTrump,0.055,10/09/16
#NeverTrump,0.03,10/10/16
#NeverTrump,0.062,10/11/16
#NeverTrump,0.055,10/12/16
#NeverTrump,0.047,10/13/16
#NeverTrump,0.044,10/14/16
#NeverTrump,0.042,10/15/16
#NeverTrump,0.042,10/16/16
#NeverTrump,0.031,10/17/16
#NeverTrump,0.034,10/18/16
#NeverTrump,0.029,10/19/16
#NeverTrump,0.017,10/20/16
#NeverTrump,0.024,10/21/16
#NeverTrump,0.024,10/22/16
#NeverTrump,0.032,10/23/16
#NeverTrump,0.018,10/24/16
#NeverTrump,0.022,10/25/16
#NeverTrump,0.042,10/26/16
#NeverTrump,0.038,10/27/16
#NeverTrump,0.026,10/28/16
#NeverTrump,0.036,10/29/16
#NeverTrump,0.038,10/30/16
#NeverTrump,0.046,10/31/16
#NeverTrump,0.031,11/01/16
#NeverTrump,0.038,11/02/16
#NeverTrump,0.051,11/03/16
#NeverTrump,0.041,11/04/16
#NeverTrump,0.042,11/05/16
#NeverTrump,0.04,11/06/16
#NeverTrump,0.028,11/07/16
#NeverTrump,0.014,11/08/16
#NeverTrump,0.0026,11/09/16
#NeverTrump,0.011,11/10/16
#Trump,0.056,07/13/16
#Trump,0.077,07/14/16
#Trump,0.07,07/15/16
#Trump,0.034,07/16/16
#Trump,0.054,07/17/16
#Trump,0.074,07/18/16
#Trump,0.032,07/19/16
#Trump,0.018,07/20/16
#Trump,0.051,07/21/16
#Trump,0.031,07/22/16
#Trump,0.073,07/23/16
#Trump,0.051,07/24/16
#Trump,0.028,07/25/16
#Trump,0.021,07/26/16
#Trump,0.016,07/27/16
#Trump,0.3,07/28/16
#Trump,0.28,07/29/16
#Trump,0.31,07/30/16
#Trump,0.35,07/31/16
#Trump,0.38,08/01/16
#Trump,0.4,08/02/16
#Trump,0.44,08/03/16
#Trump,0.43,08/04/16
#Trump,0.41,08/05/16
#Trump,0.33,08/06/16
#Trump,0.0,08/07/16
#Trump,0.0,08/08/16
#Trump,0.0,08/09/16
#Trump,0.41,08/10/16
#Trump,0.43,08/11/16
#Trump,0.37,08/12/16
#Trump,0.36,08/13/16
#Trump,0.0,08/14/16
#Trump,0.0,08/15/16
#Trump,0.0,08/16/16
#Trump,0.0,08/17/16
#Trump,0.0,08/18/16
#Trump,0.0,08/19/16
#Trump,0.0,08/20/16
#Trump,0.0,08/21/16
#Trump,0.0,08/22/16
#Trump,0.0,08/23/16
#Trump,0.0,08/24/16
#Trump,0.0,08/25/16
#Trump,0.0,08/26/16
#Trump,0.0,08/27/16
#Trump,0.0,08/28/16
#Trump,0.0,08/29/16
#Trump,0.27,08/30/16
#Trump,0.38,08/31/16
#Trump,0.44,09/01/16
#Trump,0.38,09/02/16
#Trump,0.41,09/03/16
#Trump,0.43,09/04/16
#Trump,0.0,09/05/16
#Trump,0.37,09/06/16
#Trump,0.32,09/07/16
#Trump,0.4,09/08/16
#Trump,0.34,09/09/16
#Trump,0.33,09/10/16
#Trump,0.37,09/11/16
#Trump,0.35,09/12/16
#Trump,0.32,09/13/16
#Trump,0.36,09/14/16
#Trump,0.33,09/15/16
#Trump,0.35,09/16/16
#Trump,0.35,09/17/16
#Trump,0.34,09/18/16
#Trump,0.32,09/19/16
#Trump,0.41,09/20/16
#Trump,0.34,09/21/16
#Trump,0.43,09/22/16
#Trump,0.32,09/23/16
#Trump,0.3,09/24/16
#Trump,0.26,09/25/16
#Trump,0.35,09/26/16
#Trump,0.3,09/27/16
#Trump,0.36,09/28/16
#Trump,0.31,09/29/16
#Trump,0.36,09/30/16
#Trump,0.33,10/01/16
#Trump,0.35,10/02/16
#Trump,0.32,10/03/16
#Trump,0.32,10/04/16
#Trump,0.3,10/05/16
#Trump,0.27,10/06/16
#Trump,0.27,10/07/16
#Trump,0.43,10/08/16
#Trump,0.4,10/09/16
#Trump,0.34,10/10/16
#Trump,0.37,10/11/16
#Trump,0.31,10/12/16
#Trump,0.41,10/13/16
#Trump,0.35,10/14/16
#Trump,0.37,10/15/16
#Trump,0.36,10/16/16
#Trump,0.34,10/17/16
#Trump,0.27,10/18/16
#Trump,0.2,10/19/16
#Trump,0.21,10/20/16
#Trump,0.28,10/21/16
#Trump,0.24,10/22/16
#Trump,0.23,10/23/16
#Trump,0.22,10/24/16
#Trump,0.25,10/25/16
#Trump,0.27,10/26/16
#Trump,0.25,10/27/16
#Trump,0.21,10/28/16
#Trump,0.21,10/29/16
#Trump,0.23,10/30/16
#Trump,0.25,10/31/16
#Trump,0.26,11/01/16
#Trump,0.3,11/02/16
#Trump,0.25,11/03/16
#Trump,0.29,11/04/16
#Trump,0.27,11/05/16
#Trump,0.3,11/06/16
#Trump,0.22,11/07/16
#Trump,0.16,11/08/16
#Trump,0.45,11/09/16
#Trump,0.55,11/10/16
#TrumpPence16,0.0,07/13/16
#TrumpPence16,0.0,07/14/16
#TrumpPence16,0.0,07/15/16
#TrumpPence16,0.44,07/16/16
#TrumpPence16,0.19,07/17/16
#TrumpPence16,0.037,07/18/16
#TrumpPence16,0.43,07/19/16
#TrumpPence16,0.41,07/20/16
#TrumpPence16,0.21,07/21/16
#TrumpPence16,0.57,07/22/16
#TrumpPence16,0.15,07/23/16
#TrumpPence16,0.47,07/24/16
#TrumpPence16,0.52,07/25/16
#TrumpPence16,0.36,07/26/16
#TrumpPence16,0.13,07/27/16
#TrumpPence16,0.12,07/28/16
#TrumpPence16,0.14,07/29/16
#TrumpPence16,0.12,07/30/16
#TrumpPence16,0.083,07/31/16
#TrumpPence16,0.079,08/01/16
#TrumpPence16,0.076,08/02/16
#TrumpPence16,0.084,08/03/16
#TrumpPence16,0.072,08/04/16
#TrumpPence16,0.12,08/05/16
#TrumpPence16,0.21,08/06/16
#TrumpPence16,0.0,08/07/16
#TrumpPence16,0.0,08/08/16
#TrumpPence16,0.0,08/09/16
#TrumpPence16,0.078,08/10/16
#TrumpPence16,0.097,08/11/16
#TrumpPence16,0.11,08/12/16
#TrumpPence16,0.12,08/13/16
#TrumpPence16,0.0,08/14/16
#TrumpPence16,0.0,08/15/16
#TrumpPence16,0.0,08/16/16
#TrumpPence16,0.0,08/17/16
#TrumpPence16,0.0,08/18/16
#TrumpPence16,0.0,08/19/16
#TrumpPence16,0.0,08/20/16
#TrumpPence16,0.0,08/21/16
#TrumpPence16,0.0,08/22/16
#TrumpPence16,0.0,08/23/16
#TrumpPence16,0.0,08/24/16
#TrumpPence16,0.0,08/25/16
#TrumpPence16,0.0,08/26/16
#TrumpPence16,0.0,08/27/16
#TrumpPence16,0.0,08/28/16
#TrumpPence16,0.0,08/29/16
#TrumpPence16,0.12,08/30/16
#TrumpPence16,0.08,08/31/16
#TrumpPence16,0.081,09/01/16
#TrumpPence16,0.069,09/02/16
#TrumpPence16,0.092,09/03/16
#TrumpPence16,0.12,09/04/16
#TrumpPence16,0.0,09/05/16
#TrumpPence16,0.055,09/06/16
#TrumpPence16,0.068,09/07/16
#TrumpPence16,0.048,09/08/16
#TrumpPence16,0.052,09/09/16
#TrumpPence16,0.062,09/10/16
#TrumpPence16,0.022,09/11/16
#TrumpPence16,0.046,09/12/16
#TrumpPence16,0.073,09/13/16
#TrumpPence16,0.055,09/14/16
#TrumpPence16,0.069,09/15/16
#TrumpPence16,0.11,09/16/16
#TrumpPence16,0.059,09/17/16
#TrumpPence16,0.058,09/18/16
#TrumpPence16,0.093,09/19/16
#TrumpPence16,0.05,09/20/16
#TrumpPence16,0.053,09/21/16
#TrumpPence16,0.046,09/22/16
#TrumpPence16,0.071,09/23/16
#TrumpPence16,0.039,09/24/16
#TrumpPence16,0.058,09/25/16
#TrumpPence16,0.053,09/26/16
#TrumpPence16,0.03,09/27/16
#TrumpPence16,0.041,09/28/16
#TrumpPence16,0.066,09/29/16
#TrumpPence16,0.059,09/30/16
#TrumpPence16,0.072,10/01/16
#TrumpPence16,0.044,10/02/16
#TrumpPence16,0.038,10/03/16
#TrumpPence16,0.049,10/04/16
#TrumpPence16,0.083,10/05/16
#TrumpPence16,0.12,10/06/16
#TrumpPence16,0.12,10/07/16
#TrumpPence16,0.049,10/08/16
#TrumpPence16,0.036,10/09/16
#TrumpPence16,0.026,10/10/16
#TrumpPence16,0.03,10/11/16
#TrumpPence16,0.06,10/12/16
#TrumpPence16,0.031,10/13/16
#TrumpPence16,0.059,10/14/16
#TrumpPence16,0.053,10/15/16
#TrumpPence16,0.058,10/16/16
#TrumpPence16,0.052,10/17/16
#TrumpPence16,0.045,10/18/16
#TrumpPence16,0.065,10/19/16
#TrumpPence16,0.025,10/20/16
#TrumpPence16,0.059,10/21/16
#TrumpPence16,0.045,10/22/16
#TrumpPence16,0.11,10/23/16
#TrumpPence16,0.078,10/24/16
#TrumpPence16,0.053,10/25/16
#TrumpPence16,0.063,10/26/16
#TrumpPence16,0.042,10/27/16
#TrumpPence16,0.047,10/28/16
#TrumpPence16,0.048,10/29/16
#TrumpPence16,0.061,10/30/16
#TrumpPence16,0.05,10/31/16
#TrumpPence16,0.052,11/01/16
#TrumpPence16,0.053,11/02/16
#TrumpPence16,0.047,11/03/16
#TrumpPence16,0.038,11/04/16
#TrumpPence16,0.058,11/05/16
#TrumpPence16,0.045,11/06/16
#TrumpPence16,0.069,11/07/16
#TrumpPence16,0.034,11/08/16
#TrumpPence16,0.014,11/09/16
#TrumpPence16,0.0,11/10/16
#TrumpTrain,0.0,07/13/16
#TrumpTrain,0.0,07/14/16
#TrumpTrain,0.014,07/15/16
#TrumpTrain,0.0,07/16/16
#TrumpTrain,0.0,07/17/16
#TrumpTrain,0.037,07/18/16
#TrumpTrain,0.032,07/19/16
#TrumpTrain,0.0,07/20/16
#TrumpTrain,0.0,07/21/16
#TrumpTrain,0.02,07/22/16
#TrumpTrain,0.024,07/23/16
#TrumpTrain,0.051,07/24/16
#TrumpTrain,0.047,07/25/16
#TrumpTrain,0.021,07/26/16
#TrumpTrain,0.016,07/27/16
#TrumpTrain,0.04,07/28/16
#TrumpTrain,0.043,07/29/16
#TrumpTrain,0.068,07/30/16
#TrumpTrain,0.051,07/31/16
#TrumpTrain,0.053,08/01/16
#TrumpTrain,0.055,08/02/16
#TrumpTrain,0.05,08/03/16
#TrumpTrain,0.066,08/04/16
#TrumpTrain,0.058,08/05/16
#TrumpTrain,0.073,08/06/16
#TrumpTrain,0.0,08/07/16
#TrumpTrain,0.0,08/08/16
#TrumpTrain,0.0,08/09/16
#TrumpTrain,0.016,08/10/16
#TrumpTrain,0.05,08/11/16
#TrumpTrain,0.06,08/12/16
#TrumpTrain,0.088,08/13/16
#TrumpTrain,0.0,08/14/16
#TrumpTrain,0.0,08/15/16
#TrumpTrain,0.0,08/16/16
#TrumpTrain,0.0,08/17/16
#TrumpTrain,0.0,08/18/16
#TrumpTrain,0.0,08/19/16
#TrumpTrain,0.0,08/20/16
#TrumpTrain,0.0,08/21/16
#TrumpTrain,0.0,08/22/16
#TrumpTrain,0.0,08/23/16
#TrumpTrain,0.0,08/24/16
#TrumpTrain,0.0,08/25/16
#TrumpTrain,0.0,08/26/16
#TrumpTrain,0.0,08/27/16
#TrumpTrain,0.0,08/28/16
#TrumpTrain,0.0,08/29/16
#TrumpTrain,0.061,08/30/16
#TrumpTrain,0.055,08/31/16
#TrumpTrain,0.058,09/01/16
#TrumpTrain,0.088,09/02/16
#TrumpTrain,0.058,09/03/16
#TrumpTrain,0.078,09/04/16
#TrumpTrain,0.0,09/05/16
#TrumpTrain,0.049,09/06/16
#TrumpTrain,0.056,09/07/16
#TrumpTrain,0.065,09/08/16
#TrumpTrain,0.09,09/09/16
#TrumpTrain,0.07,09/10/16
#TrumpTrain,0.072,09/11/16
#TrumpTrain,0.049,09/12/16
#TrumpTrain,0.048,09/13/16
#TrumpTrain,0.068,09/14/16
#TrumpTrain,0.053,09/15/16
#TrumpTrain,0.033,09/16/16
#TrumpTrain,0.063,09/17/16
#TrumpTrain,0.052,09/18/16
#TrumpTrain,0.049,09/19/16
#TrumpTrain,0.042,09/20/16
#TrumpTrain,0.067,09/21/16
#TrumpTrain,0.076,09/22/16
#TrumpTrain,0.075,09/23/16
#TrumpTrain,0.093,09/24/16
#TrumpTrain,0.078,09/25/16
#TrumpTrain,0.11,09/26/16
#TrumpTrain,0.031,09/27/16
#TrumpTrain,0.052,09/28/16
#TrumpTrain,0.049,09/29/16
#TrumpTrain,0.069,09/30/16
#TrumpTrain,0.064,10/01/16
#TrumpTrain,0.064,10/02/16
#TrumpTrain,0.051,10/03/16
#TrumpTrain,0.045,10/04/16
#TrumpTrain,0.062,10/05/16
#TrumpTrain,0.049,10/06/16
#TrumpTrain,0.045,10/07/16
#TrumpTrain,0.041,10/08/16
#TrumpTrain,0.063,10/09/16
#TrumpTrain,0.05,10/10/16
#TrumpTrain,0.058,10/11/16
#TrumpTrain,0.06,10/12/16
#TrumpTrain,0.039,10/13/16
#TrumpTrain,0.039,10/14/16
#TrumpTrain,0.048,10/15/16
#TrumpTrain,0.044,10/16/16
#TrumpTrain,0.058,10/17/16
#TrumpTrain,0.059,10/18/16
#TrumpTrain,0.028,10/19/16
#TrumpTrain,0.021,10/20/16
#TrumpTrain,0.033,10/21/16
#TrumpTrain,0.042,10/22/16
#TrumpTrain,0.061,10/23/16
#TrumpTrain,0.043,10/24/16
#TrumpTrain,0.027,10/25/16
#TrumpTrain,0.05,10/26/16
#TrumpTrain,0.042,10/27/16
#TrumpTrain,0.035,10/28/16
#TrumpTrain,0.057,10/29/16
#TrumpTrain,0.078,10/30/16
#TrumpTrain,0.035,10/31/16
#TrumpTrain,0.045,11/01/16
#TrumpTrain,0.034,11/02/16
#TrumpTrain,0.056,11/03/16
#TrumpTrain,0.054,11/04/16
#TrumpTrain,0.048,11/05/16
#TrumpTrain,0.04,11/06/16
#TrumpTrain,0.036,11/07/16
#TrumpTrain,0.023,11/08/16
#TrumpTrain,0.01,11/09/16
#TrumpTrain,0.019,11/10/16